searge,mcp,side,desc
DIAGONAL_RIGHT,DIAGONAL_RIGHT,2,
DIAGONAL_LEFT_MIRROR,DIAGONAL_LEFT_MIRROR,2,
DIAGONAL_RIGHT_MIRROR,DIAGONAL_RIGHT_MIRROR,2,
CIRCLE_MIDDLE,CIRCLE_MIDDLE,2,
RHOMBUS_MIDDLE,RHOMBUS_MIDDLE,2,
HALF_VERTICAL,HALF_VERTICAL,2,
HALF_HORIZONTAL,HALF_HORIZONTAL,2,
HALF_VERTICAL_MIRROR,HALF_VERTICAL_MIRROR,2,
HALF_HORIZONTAL_MIRROR,HALF_HORIZONTAL_MIRROR,2,
BORDER,BORDER,2,
CURLY_BORDER,CURLY_BORDER,2,
CREEPER,CREEPER,2,
GRADIENT,GRADIENT,2,
GRADIENT_UP,GRADIENT_UP,2,
BRICKS,BRICKS,2,
SKULL,SKULL,2,
FLOWER,FLOWER,2,
MOJANG,MOJANG,2,
$VALUES,$VALUES,2,
field_191014_N,fileName,2,
field_191015_O,hashname,2,
field_191016_P,patterns,2,
field_191017_Q,patternItem,2,
BASE,BASE,2,
SQUARE_BOTTOM_LEFT,SQUARE_BOTTOM_LEFT,2,
SQUARE_BOTTOM_RIGHT,SQUARE_BOTTOM_RIGHT,2,
SQUARE_TOP_LEFT,SQUARE_TOP_LEFT,2,
SQUARE_TOP_RIGHT,SQUARE_TOP_RIGHT,2,
STRIPE_BOTTOM,STRIPE_BOTTOM,2,
STRIPE_TOP,STRIPE_TOP,2,
STRIPE_LEFT,STRIPE_LEFT,2,
STRIPE_RIGHT,STRIPE_RIGHT,2,
STRIPE_CENTER,STRIPE_CENTER,2,
STRIPE_MIDDLE,STRIPE_MIDDLE,2,
STRIPE_DOWNRIGHT,STRIPE_DOWNRIGHT,2,
STRIPE_DOWNLEFT,STRIPE_DOWNLEFT,2,
STRIPE_SMALL,STRIPE_SMALL,2,
CROSS,CROSS,2,
STRAIGHT_CROSS,STRAIGHT_CROSS,2,
TRIANGLE_BOTTOM,TRIANGLE_BOTTOM,2,
TRIANGLE_TOP,TRIANGLE_TOP,2,
TRIANGLES_BOTTOM,TRIANGLES_BOTTOM,2,
TRIANGLES_TOP,TRIANGLES_TOP,2,
DIAGONAL_LEFT,DIAGONAL_LEFT,2,
DIAGONAL_RIGHT,DIAGONAL_RIGHT,2,
DIAGONAL_LEFT_MIRROR,DIAGONAL_LEFT_MIRROR,2,
DIAGONAL_RIGHT_MIRROR,DIAGONAL_RIGHT_MIRROR,2,
CIRCLE_MIDDLE,CIRCLE_MIDDLE,2,
RHOMBUS_MIDDLE,RHOMBUS_MIDDLE,2,
HALF_VERTICAL,HALF_VERTICAL,2,
HALF_HORIZONTAL,HALF_HORIZONTAL,2,
HALF_VERTICAL_MIRROR,HALF_VERTICAL_MIRROR,2,
HALF_HORIZONTAL_MIRROR,HALF_HORIZONTAL_MIRROR,2,
BORDER,BORDER,2,
CURLY_BORDER,CURLY_BORDER,2,
CREEPER,CREEPER,2,
GRADIENT,GRADIENT,2,
GRADIENT_UP,GRADIENT_UP,2,
BRICKS,BRICKS,2,
SKULL,SKULL,2,
FLOWER,FLOWER,2,
MOJANG,MOJANG,2,
field_191014_N,fileName,2,
field_191015_O,hashname,2,
field_191016_P,patterns,2,
field_191017_Q,patternItem,2,
$VALUES,$VALUES,2,
field_146009_a,EFFECTS_LIST,2,
field_184280_f,VALID_EFFECTS,2,
field_174909_f,beamSegments,2,
field_146016_i,beamRenderCounter,2,
field_146014_j,beamRenderScale,2,
field_146015_k,isComplete,2,
field_146012_l,levels,2,
field_146013_m,primaryEffect,2,
field_146010_n,secondaryEffect,2,
field_146011_o,payment,2,
field_146008_p,customName,2,
field_146016_i,beamRenderCounter,2,
field_146014_j,beamRenderScale,2,
field_146009_a,EFFECTS_LIST,2,
field_184280_f,VALID_EFFECTS,2,
field_174909_f,beamSegments,2,
field_146015_k,isComplete,2,
field_146012_l,levels,2,
field_146013_m,primaryEffect,2,
field_146010_n,secondaryEffect,2,
field_146011_o,payment,2,
field_146008_p,customName,2,
field_177266_a,colors,2,
field_177265_b,height,2,
field_177266_a,colors,2,
field_177265_b,height,2,
field_193053_a,color,2,
field_193053_a,color,2,
field_145852_a,LOGGER,2,
field_145850_b,world,2,
field_174879_c,pos,2,
field_145846_f,tileEntityInvalid,2,
field_145854_h,blockType,2,
field_190562_f,REGISTRY,2,
field_145847_g,blockMetadata,2,
field_145852_a,LOGGER,2,
field_190562_f,REGISTRY,2,
field_145850_b,world,2,
field_174879_c,pos,2,
field_145846_f,tileEntityInvalid,2,
field_145847_g,blockMetadata,2,
field_145854_h,blockType,2,
field_150830_a,field_150830_a,2,
field_150830_a,field_150830_a,2,
field_150832_a,field_150832_a,2,
field_150832_a,field_150832_a,2,
field_150834_a,field_150834_a,2,
field_150834_a,field_150834_a,2,
field_145941_a,SLOTS_FOR_UP,2,
field_184277_f,SLOTS_FOR_DOWN,2,
field_145947_i,OUTPUT_SLOTS,2,
field_145945_j,brewingItemStacks,2,
field_145946_k,brewTime,2,
field_145943_l,filledSlots,2,
field_145944_m,ingredientID,2,
field_145942_n,customName,2,
field_184278_m,fuel,2,
field_145941_a,SLOTS_FOR_UP,2,
field_184277_f,SLOTS_FOR_DOWN,2,
field_145947_i,OUTPUT_SLOTS,2,
field_145945_j,brewingItemStacks,2,
field_145946_k,brewTime,2,
field_145943_l,filledSlots,2,
field_145944_m,ingredientID,2,
field_145942_n,customName,2,
field_184278_m,fuel,2,
field_145984_a,adjacentChestChecked,2,
field_145992_i,adjacentChestZNeg,2,
field_145990_j,adjacentChestXPos,2,
field_145991_k,adjacentChestXNeg,2,
field_145988_l,adjacentChestZPos,2,
field_145989_m,lidAngle,2,
field_145986_n,prevLidAngle,2,
field_145987_o,numPlayersUsing,2,
field_145985_p,chestContents,2,
field_145983_q,ticksSinceSync,2,
field_145982_r,cachedChestType,2,
field_145985_p,chestContents,2,
field_145984_a,adjacentChestChecked,2,
field_145992_i,adjacentChestZNeg,2,
field_145990_j,adjacentChestXPos,2,
field_145991_k,adjacentChestXNeg,2,
field_145988_l,adjacentChestZPos,2,
field_145989_m,lidAngle,2,
field_145986_n,prevLidAngle,2,
field_145987_o,numPlayersUsing,2,
field_145983_q,ticksSinceSync,2,
field_145982_r,cachedChestType,2,
field_177366_a,field_177366_a,2,
field_177366_a,field_177366_a,2,
field_184259_a,powered,2,
field_184260_f,auto,2,
field_184261_g,conditionMet,2,
field_184262_h,sendToClient,2,
field_145994_a,commandBlockLogic,2,
field_184259_a,powered,2,
field_184260_f,auto,2,
field_184261_g,conditionMet,2,
field_184262_h,sendToClient,2,
field_145994_a,commandBlockLogic,2,
field_145767_a,field_145767_a,2,
field_145767_a,field_145767_a,2,
SEQUENCE,SEQUENCE,2,
AUTO,AUTO,2,
REDSTONE,REDSTONE,2,
$VALUES,$VALUES,2,
SEQUENCE,SEQUENCE,2,
AUTO,AUTO,2,
REDSTONE,REDSTONE,2,
$VALUES,$VALUES,2,
field_145997_a,outputSignal,2,
field_145997_a,outputSignal,2,
field_174913_f,RNG,2,
field_146022_i,stacks,2,
field_174913_f,RNG,2,
field_146022_i,stacks,2,
field_145926_a,tickCount,2,
field_145933_i,pageFlip,2,
field_145931_j,pageFlipPrev,2,
field_145932_k,flipT,2,
field_145929_l,flipA,2,
field_145930_m,bookSpread,2,
field_145927_n,bookSpreadPrev,2,
field_145928_o,bookRotation,2,
field_145925_p,bookRotationPrev,2,
field_145924_q,tRot,2,
field_145923_r,rand,2,
field_145922_s,customName,2,
field_145926_a,tickCount,2,
field_145933_i,pageFlip,2,
field_145931_j,pageFlipPrev,2,
field_145932_k,flipT,2,
field_145929_l,flipA,2,
field_145930_m,bookSpread,2,
field_145927_n,bookSpreadPrev,2,
field_145928_o,bookRotation,2,
field_145925_p,bookRotationPrev,2,
field_145924_q,tRot,2,
field_145923_r,rand,2,
field_145922_s,customName,2,
field_145972_a,lidAngle,2,
field_145975_i,prevLidAngle,2,
field_145973_j,numPlayersUsing,2,
field_145974_k,ticksSinceSync,2,
field_145972_a,lidAngle,2,
field_145975_i,prevLidAngle,2,
field_145973_j,numPlayersUsing,2,
field_145974_k,ticksSinceSync,2,
field_145967_a,flowerPotItem,2,
field_145968_i,flowerPotData,2,
field_145967_a,flowerPotItem,2,
field_145968_i,flowerPotData,2,
field_145962_k,SLOTS_TOP,2,
field_145959_l,SLOTS_BOTTOM,2,
field_145960_m,SLOTS_SIDES,2,
field_145957_n,furnaceItemStacks,2,
field_145956_a,furnaceBurnTime,2,
field_145963_i,currentItemBurnTime,2,
field_174906_k,cookTime,2,
field_174905_l,totalCookTime,2,
field_145958_o,furnaceCustomName,2,
field_145962_k,SLOTS_TOP,2,
field_145959_l,SLOTS_BOTTOM,2,
field_145960_m,SLOTS_SIDES,2,
field_145957_n,furnaceItemStacks,2,
field_145956_a,furnaceBurnTime,2,
field_145963_i,currentItemBurnTime,2,
field_174906_k,cookTime,2,
field_174905_l,totalCookTime,2,
field_145958_o,furnaceCustomName,2,
field_145900_a,inventory,2,
field_145901_j,transferCooldown,2,
field_190578_g,tickedGameTime,2,
field_145900_a,inventory,2,
field_145901_j,transferCooldown,2,
field_190578_g,tickedGameTime,2,
field_174901_a,code,2,
field_174901_a,code,2,
field_145882_a,spawnerLogic,2,
field_145882_a,spawnerLogic,2,
field_150825_a,field_150825_a,2,
field_150825_a,field_150825_a,2,
field_145879_a,note,2,
field_145880_i,previousRedstoneState,2,
field_145879_a,note,2,
field_145880_i,previousRedstoneState,2,
field_184284_m,lootTable,2,
field_184285_n,lootTableSeed,2,
field_190577_o,customName,2,
field_184284_m,lootTable,2,
field_184285_n,lootTableSeed,2,
field_190577_o,customName,2,
field_190595_a,SLOTS,2,
field_190596_f,items,2,
field_190597_g,hasBeenCleared,2,
field_190598_h,openCount,2,
field_190599_i,animationStatus,2,
field_190600_j,progress,2,
field_190601_k,progressOld,2,
field_190602_l,color,2,
field_190594_p,destroyedByCreativePlayer,2,
field_190595_a,SLOTS,2,
field_190596_f,items,2,
field_190597_g,hasBeenCleared,2,
field_190598_h,openCount,2,
field_190599_i,animationStatus,2,
field_190600_j,progress,2,
field_190601_k,progressOld,2,
field_190602_l,color,2,
field_190594_p,destroyedByCreativePlayer,2,
field_191051_a,field_191051_a,2,
field_191052_b,field_191052_b,2,
field_191051_a,field_191051_a,2,
field_191052_b,field_191052_b,2,
CLOSED,CLOSED,2,
OPENING,OPENING,2,
OPENED,OPENED,2,
CLOSING,CLOSING,2,
$VALUES,$VALUES,2,
CLOSED,CLOSED,2,
OPENING,OPENING,2,
OPENED,OPENED,2,
CLOSING,CLOSING,2,
$VALUES,$VALUES,2,
field_145915_a,signText,2,
field_145918_i,lineBeingEdited,2,
field_145916_j,isEditable,2,
field_145917_k,player,2,
field_174883_i,stats,2,
field_145915_a,signText,2,
field_145918_i,lineBeingEdited,2,
field_145916_j,isEditable,2,
field_145917_k,player,2,
field_174883_i,stats,2,
field_174795_a,field_174795_a,2,
field_174795_a,field_174795_a,2,
field_174797_a,field_174797_a,2,
field_174796_b,field_174796_b,2,
field_174797_a,field_174797_a,2,
field_174796_b,field_174796_b,2,
field_145908_a,skullType,2,
field_145910_i,skullRotation,2,
field_152110_j,playerProfile,2,
field_184296_h,dragonAnimatedTicks,2,
field_184297_i,dragonAnimated,2,
field_184298_j,profileCache,2,
field_184299_k,sessionService,2,
field_145908_a,skullType,2,
field_145910_i,skullRotation,2,
field_152110_j,playerProfile,2,
field_184296_h,dragonAnimatedTicks,2,
field_184297_i,dragonAnimated,2,
field_184298_j,profileCache,2,
field_184299_k,sessionService,2,
field_184420_a,name,2,
field_184421_f,author,2,
field_184422_g,metadata,2,
field_184423_h,position,2,
field_184424_i,size,2,
field_184425_j,mirror,2,
field_184426_k,rotation,2,
field_184427_l,mode,2,
field_184428_m,ignoreEntities,2,
field_189727_n,powered,2,
field_189728_o,showAir,2,
field_189729_p,showBoundingBox,2,
field_189730_q,integrity,2,
field_189731_r,seed,2,
field_184420_a,name,2,
field_184421_f,author,2,
field_184422_g,metadata,2,
field_184423_h,position,2,
field_184424_i,size,2,
field_184425_j,mirror,2,
field_184426_k,rotation,2,
field_184427_l,mode,2,
field_184428_m,ignoreEntities,2,
field_189727_n,powered,2,
field_189728_o,showAir,2,
field_189729_p,showBoundingBox,2,
field_189730_q,integrity,2,
field_189731_r,seed,2,
field_185884_a,field_185884_a,2,
field_185884_a,field_185884_a,2,
field_189883_a,field_189883_a,2,
field_189883_a,field_189883_a,2,
SAVE,SAVE,2,
LOAD,LOAD,2,
CORNER,CORNER,2,
DATA,DATA,2,
$VALUES,$VALUES,2,
field_185115_e,MODES,2,
field_185116_f,modeName,2,
field_185117_g,modeId,2,
SAVE,SAVE,2,
LOAD,LOAD,2,
CORNER,CORNER,2,
DATA,DATA,2,
field_185115_e,MODES,2,
field_185116_f,modeName,2,
field_185117_g,modeId,2,
$VALUES,$VALUES,2,
field_184314_a,LOGGER,2,
field_184315_f,age,2,
field_184316_g,teleportCooldown,2,
field_184317_h,exitPortal,2,
field_184318_i,exactTeleport,2,
field_184314_a,LOGGER,2,
field_184315_f,age,2,
field_184316_g,teleportCooldown,2,
field_184317_h,exitPortal,2,
field_184318_i,exactTeleport,2,
field_176320_b,EXTENDED,2,
field_185648_b,PISTON_BASE_EAST_AABB,2,
field_185649_c,PISTON_BASE_WEST_AABB,2,
field_185650_d,PISTON_BASE_SOUTH_AABB,2,
field_185651_e,PISTON_BASE_NORTH_AABB,2,
field_185652_f,PISTON_BASE_UP_AABB,2,
field_185653_g,PISTON_BASE_DOWN_AABB,2,
field_150082_a,isSticky,2,
field_176320_b,EXTENDED,2,
field_185648_b,PISTON_BASE_EAST_AABB,2,
field_185649_c,PISTON_BASE_WEST_AABB,2,
field_185650_d,PISTON_BASE_SOUTH_AABB,2,
field_185651_e,PISTON_BASE_NORTH_AABB,2,
field_185652_f,PISTON_BASE_UP_AABB,2,
field_185653_g,PISTON_BASE_DOWN_AABB,2,
field_150082_a,isSticky,2,
field_177243_a,field_177243_a,2,
field_193399_b,field_193399_b,2,
field_177243_a,field_177243_a,2,
field_193399_b,field_193399_b,2,
field_176325_b,TYPE,2,
field_176327_M,SHORT,2,
field_185635_c,PISTON_EXTENSION_EAST_AABB,2,
field_185637_d,PISTON_EXTENSION_WEST_AABB,2,
field_185639_e,PISTON_EXTENSION_SOUTH_AABB,2,
field_185641_f,PISTON_EXTENSION_NORTH_AABB,2,
field_185643_g,PISTON_EXTENSION_UP_AABB,2,
field_185634_B,PISTON_EXTENSION_DOWN_AABB,2,
field_185636_C,UP_ARM_AABB,2,
field_185638_D,DOWN_ARM_AABB,2,
field_185640_E,SOUTH_ARM_AABB,2,
field_185642_F,NORTH_ARM_AABB,2,
field_185644_G,EAST_ARM_AABB,2,
field_185645_I,WEST_ARM_AABB,2,
field_190964_J,SHORT_UP_ARM_AABB,2,
field_190965_K,SHORT_DOWN_ARM_AABB,2,
field_190966_L,SHORT_SOUTH_ARM_AABB,2,
field_190967_M,SHORT_NORTH_ARM_AABB,2,
field_190968_N,SHORT_EAST_ARM_AABB,2,
field_190969_O,SHORT_WEST_ARM_AABB,2,
field_176325_b,TYPE,2,
field_176327_M,SHORT,2,
field_185635_c,PISTON_EXTENSION_EAST_AABB,2,
field_185637_d,PISTON_EXTENSION_WEST_AABB,2,
field_185639_e,PISTON_EXTENSION_SOUTH_AABB,2,
field_185641_f,PISTON_EXTENSION_NORTH_AABB,2,
field_185643_g,PISTON_EXTENSION_UP_AABB,2,
field_185634_B,PISTON_EXTENSION_DOWN_AABB,2,
field_185636_C,UP_ARM_AABB,2,
field_185638_D,DOWN_ARM_AABB,2,
field_185640_E,SOUTH_ARM_AABB,2,
field_185642_F,NORTH_ARM_AABB,2,
field_185644_G,EAST_ARM_AABB,2,
field_185645_I,WEST_ARM_AABB,2,
field_190964_J,SHORT_UP_ARM_AABB,2,
field_190965_K,SHORT_DOWN_ARM_AABB,2,
field_190966_L,SHORT_SOUTH_ARM_AABB,2,
field_190967_M,SHORT_NORTH_ARM_AABB,2,
field_190968_N,SHORT_EAST_ARM_AABB,2,
field_190969_O,SHORT_WEST_ARM_AABB,2,
field_177247_a,field_177247_a,2,
field_177247_a,field_177247_a,2,
DEFAULT,DEFAULT,2,
STICKY,STICKY,2,
$VALUES,$VALUES,2,
field_176714_c,VARIANT,2,
DEFAULT,DEFAULT,2,
STICKY,STICKY,2,
field_176714_c,VARIANT,2,
$VALUES,$VALUES,2,
field_176426_a,FACING,2,
field_176425_b,TYPE,2,
field_176426_a,FACING,2,
field_176425_b,TYPE,2,
field_174932_a,pistonState,2,
field_174931_f,pistonFacing,2,
field_145875_k,extending,2,
field_145872_l,shouldHeadBeRendered,2,
field_190613_i,MOVING_ENTITY,2,
field_145873_m,progress,2,
field_145870_n,lastProgress,2,
field_174932_a,pistonState,2,
field_174931_f,pistonFacing,2,
field_145875_k,extending,2,
field_145872_l,shouldHeadBeRendered,2,
field_190613_i,MOVING_ENTITY,2,
field_145873_m,progress,2,
field_145870_n,lastProgress,2,
field_191054_a,field_191054_a,2,
field_191055_b,field_191055_b,2,
field_191054_a,field_191054_a,2,
field_191055_b,field_191055_b,2,
field_177261_a,world,2,
field_177259_b,pistonPos,2,
field_177260_c,blockToMove,2,
field_177257_d,moveDirection,2,
field_177258_e,toMove,2,
field_177256_f,toDestroy,2,
field_177261_a,world,2,
field_177259_b,pistonPos,2,
field_177260_c,blockToMove,2,
field_177257_d,moveDirection,2,
field_177258_e,toMove,2,
field_177256_f,toDestroy,2,
field_177234_a,COMMA_JOINER,2,
field_177233_b,MAP_ENTRY_TO_STRING,2,
field_177234_a,COMMA_JOINER,2,
field_177233_b,MAP_ENTRY_TO_STRING,2,
SOLID,SOLID,2,
BOWL,BOWL,2,
CENTER_SMALL,CENTER_SMALL,2,
MIDDLE_POLE_THIN,MIDDLE_POLE_THIN,2,
CENTER,CENTER,2,
MIDDLE_POLE,MIDDLE_POLE,2,
CENTER_BIG,CENTER_BIG,2,
MIDDLE_POLE_THICK,MIDDLE_POLE_THICK,2,
UNDEFINED,UNDEFINED,2,
$VALUES,$VALUES,2,
SOLID,SOLID,2,
BOWL,BOWL,2,
CENTER_SMALL,CENTER_SMALL,2,
MIDDLE_POLE_THIN,MIDDLE_POLE_THIN,2,
CENTER,CENTER,2,
MIDDLE_POLE,MIDDLE_POLE,2,
CENTER_BIG,CENTER_BIG,2,
MIDDLE_POLE_THICK,MIDDLE_POLE_THICK,2,
UNDEFINED,UNDEFINED,2,
$VALUES,$VALUES,2,
field_185921_a,NAME_PATTERN,2,
field_177626_b,GET_NAME_FUNC,2,
field_177627_c,block,2,
field_177624_d,properties,2,
field_177625_e,validStates,2,
field_185921_a,NAME_PATTERN,2,
field_177626_b,GET_NAME_FUNC,2,
field_177627_c,block,2,
field_177624_d,properties,2,
field_177625_e,validStates,2,
field_177239_a,block,2,
field_177237_b,properties,2,
field_177238_c,propertyValueTable,2,
field_177239_a,block,2,
field_177237_b,properties,2,
field_177238_c,propertyValueTable,2,
field_177515_a,world,2,
field_177513_b,pos,2,
field_181628_c,forceLoad,2,
field_177514_c,state,2,
field_177511_d,tileEntity,2,
field_177512_e,tileEntityInitialized,2,
field_177515_a,world,2,
field_177513_b,pos,2,
field_181628_c,forceLoad,2,
field_177514_c,state,2,
field_177511_d,tileEntity,2,
field_177512_e,tileEntityInitialized,2,
field_177504_a,field_177504_a,2,
field_177504_a,field_177504_a,2,
field_177689_a,blockMatches,2,
field_177687_b,fingerLength,2,
field_177688_c,thumbLength,2,
field_177686_d,palmLength,2,
field_177689_a,blockMatches,2,
field_177687_b,fingerLength,2,
field_177688_c,thumbLength,2,
field_177686_d,palmLength,2,
field_177680_a,world,2,
field_181626_b,forceLoad,2,
field_177680_a,world,2,
field_181626_b,forceLoad,2,
field_177674_a,frontTopLeft,2,
field_177672_b,forwards,2,
field_177673_c,up,2,
field_177671_d,lcache,2,
field_181120_e,width,2,
field_181121_f,height,2,
field_181122_g,depth,2,
field_177674_a,frontTopLeft,2,
field_177672_b,forwards,2,
field_177673_c,up,2,
field_177671_d,lcache,2,
field_181120_e,width,2,
field_181121_f,height,2,
field_181122_g,depth,2,
field_177667_a,COMMA_JOIN,2,
field_177665_b,depth,2,
field_177666_c,symbolMap,2,
field_177663_d,aisleHeight,2,
field_177664_e,rowWidth,2,
field_177667_a,COMMA_JOIN,2,
field_177665_b,depth,2,
field_177666_c,symbolMap,2,
field_177663_d,aisleHeight,2,
field_177664_e,rowWidth,2,
field_189887_a,material,2,
field_189887_a,material,2,
field_177644_a,block,2,
field_177644_a,block,2,
field_185928_a,ANY,2,
field_177641_a,blockstate,2,
field_177640_b,propertyPredicates,2,
field_185928_a,ANY,2,
field_177641_a,blockstate,2,
field_177640_b,propertyPredicates,2,
field_177704_a,valueClass,2,
field_177703_b,name,2,
field_177704_a,valueClass,2,
field_177703_b,name,2,
field_177717_a,allowedValues,2,
field_177717_a,allowedValues,2,
field_177711_a,allowedValues,2,
field_177710_b,nameToValue,2,
field_177711_a,allowedValues,2,
field_177710_b,nameToValue,2,
field_177720_a,allowedValues,2,
field_177720_a,allowedValues,2,
GROWING,GROWING,2,
SHRINKING,SHRINKING,2,
STATIONARY,STATIONARY,2,
$VALUES,$VALUES,2,
field_177767_d,color,2,
GROWING,GROWING,2,
SHRINKING,SHRINKING,2,
STATIONARY,STATIONARY,2,
field_177767_d,color,2,
$VALUES,$VALUES,2,
field_177758_a,listeners,2,
field_177756_b,centerX,2,
field_177757_c,centerZ,2,
field_177754_d,startDiameter,2,
field_177755_e,endDiameter,2,
field_177752_f,endTime,2,
field_177753_g,startTime,2,
field_177762_h,worldSize,2,
field_177763_i,damageAmount,2,
field_177760_j,damageBuffer,2,
field_177761_k,warningTime,2,
field_177759_l,warningDistance,2,
field_177758_a,listeners,2,
field_177756_b,centerX,2,
field_177757_c,centerZ,2,
field_177754_d,startDiameter,2,
field_177755_e,endDiameter,2,
field_177752_f,endTime,2,
field_177753_g,startTime,2,
field_177762_h,worldSize,2,
field_177763_i,damageAmount,2,
field_177760_j,damageBuffer,2,
field_177761_k,warningTime,2,
field_177759_l,warningDistance,2,
field_186020_a,AIR_BLOCK_STATE,2,
field_186021_b,storage,2,
field_186022_c,palette,2,
field_186023_d,REGISTRY_BASED_PALETTE,2,
field_186024_e,bits,2,
field_186023_d,REGISTRY_BASED_PALETTE,2,
field_186020_a,AIR_BLOCK_STATE,2,
field_186021_b,storage,2,
field_186022_c,palette,2,
field_186024_e,bits,2,
field_76585_a,data,2,
field_76585_a,data,2,
field_186046_a,statePaletteMap,2,
field_186047_b,paletteResizer,2,
field_186048_c,bits,2,
field_186046_a,statePaletteMap,2,
field_186047_b,paletteResizer,2,
field_186048_c,bits,2,
field_186036_a,NULL_BLOCK_STORAGE,2,
field_76635_g,x,2,
field_76647_h,z,2,
field_189550_d,unloadQueued,2,
field_150817_t,LOGGER,2,
field_76652_q,storageArrays,2,
field_76651_r,blockBiomeArray,2,
field_76638_b,precipitationHeightMap,2,
field_76639_c,updateSkylightColumns,2,
field_76636_d,loaded,2,
field_76637_e,world,2,
field_76634_f,heightMap,2,
field_76650_s,isGapLightingUpdated,2,
field_150816_i,tileEntities,2,
field_76645_j,entityLists,2,
field_76646_k,isTerrainPopulated,2,
field_150814_l,isLightPopulated,2,
field_150815_m,ticked,2,
field_76643_l,dirty,2,
field_76644_m,hasEntities,2,
field_76641_n,lastSaveTime,2,
field_82912_p,heightMapMinimum,2,
field_111204_q,inhabitedTime,2,
field_76649_t,queuedLightChecks,2,
field_177447_w,tileEntityPosQueue,2,
field_150817_t,LOGGER,2,
field_186036_a,NULL_BLOCK_STORAGE,2,
field_76652_q,storageArrays,2,
field_76651_r,blockBiomeArray,2,
field_76638_b,precipitationHeightMap,2,
field_76639_c,updateSkylightColumns,2,
field_76636_d,loaded,2,
field_76637_e,world,2,
field_76634_f,heightMap,2,
field_76635_g,x,2,
field_76647_h,z,2,
field_76650_s,isGapLightingUpdated,2,
field_150816_i,tileEntities,2,
field_76645_j,entityLists,2,
field_76646_k,isTerrainPopulated,2,
field_150814_l,isLightPopulated,2,
field_150815_m,ticked,2,
field_76643_l,dirty,2,
field_76644_m,hasEntities,2,
field_76641_n,lastSaveTime,2,
field_82912_p,heightMapMinimum,2,
field_111204_q,inhabitedTime,2,
field_76649_t,queuedLightChecks,2,
field_177447_w,tileEntityPosQueue,2,
field_189550_d,unloadQueued,2,
field_150824_a,field_150824_a,2,
field_150822_b,field_150822_b,2,
field_150823_c,field_150823_c,2,
field_150821_d,field_150821_d,2,
field_150824_a,field_150824_a,2,
field_150822_b,field_150822_b,2,
field_150823_c,field_150823_c,2,
field_150821_d,field_150821_d,2,
IMMEDIATE,IMMEDIATE,2,
QUEUED,QUEUED,2,
CHECK,CHECK,2,
$VALUES,$VALUES,2,
IMMEDIATE,IMMEDIATE,2,
QUEUED,QUEUED,2,
CHECK,CHECK,2,
$VALUES,$VALUES,2,
field_76684_a,yBase,2,
field_76682_b,blockRefCount,2,
field_76683_c,tickRefCount,2,
field_177488_d,data,2,
field_76679_g,blockLight,2,
field_76685_h,skyLight,2,
field_76684_a,yBase,2,
field_76682_b,blockRefCount,2,
field_76683_c,tickRefCount,2,
field_177488_d,data,2,
field_76679_g,blockLight,2,
field_76685_h,skyLight,2,
field_186042_a,states,2,
field_186043_b,resizeHandler,2,
field_186044_c,bits,2,
field_186045_d,arraySize,2,
field_186042_a,states,2,
field_186043_b,resizeHandler,2,
field_186044_c,bits,2,
field_186045_d,arraySize,2,
field_76689_a,data,2,
field_76687_b,depthBits,2,
field_76688_c,depthBitsPlusFour,2,
field_76689_a,data,2,
field_76687_b,depthBits,2,
field_76688_c,depthBitsPlusFour,2,
field_151505_a,LOGGER,2,
field_75828_a,chunksToSave,2,
field_193415_c,chunksBeingSaved,2,
field_75825_d,chunkSaveLocation,2,
field_193416_e,fixer,2,
field_183014_e,flushing,2,
field_151505_a,LOGGER,2,
field_75828_a,chunksToSave,2,
field_193415_c,chunksBeingSaved,2,
field_75825_d,chunkSaveLocation,2,
field_193416_e,fixer,2,
field_183014_e,flushing,2,
field_76698_a,lastUpdated,2,
field_76696_b,terrainPopulated,2,
field_76697_c,heightmap,2,
field_76694_d,blockLight,2,
field_76695_e,skyLight,2,
field_76692_f,data,2,
field_76693_g,blocks,2,
field_76702_h,entities,2,
field_151564_i,tileEntities,2,
field_151563_j,tileTicks,2,
field_76701_k,x,2,
field_76699_l,z,2,
field_76698_a,lastUpdated,2,
field_76696_b,terrainPopulated,2,
field_76697_c,heightmap,2,
field_76694_d,blockLight,2,
field_76695_e,skyLight,2,
field_76692_f,data,2,
field_76693_g,blocks,2,
field_76702_h,entities,2,
field_151564_i,tileEntities,2,
field_151563_j,tileTicks,2,
field_76701_k,x,2,
field_76699_l,z,2,
field_76720_a,EMPTY_SECTOR,2,
field_76718_b,fileName,2,
field_76719_c,dataFile,2,
field_76716_d,offsets,2,
field_76717_e,chunkTimestamps,2,
field_76714_f,sectorFree,2,
field_76715_g,sizeDelta,2,
field_76721_h,lastModified,2,
field_76720_a,EMPTY_SECTOR,2,
field_76718_b,fileName,2,
field_76719_c,dataFile,2,
field_76716_d,offsets,2,
field_76717_e,chunkTimestamps,2,
field_76714_f,sectorFree,2,
field_76715_g,sizeDelta,2,
field_76721_h,lastModified,2,
field_76724_a,field_76724_a,2,
field_76722_b,chunkX,2,
field_76723_c,chunkZ,2,
field_76722_b,chunkX,2,
field_76723_c,chunkZ,2,
field_76724_a,field_76724_a,2,
field_76553_a,REGIONS_BY_FILE,2,
field_76553_a,REGIONS_BY_FILE,2,
